id,pid_7,republican,democrat,LV_INDEX_DUMMY,black,hispanic,white,race_4,female,educ_1,educ_2,educ_3,USHHI2,EDUATT,income_quintile,vote_choice,direct_Y,Z,list_Y,WEIGHTS
ID_1527,4,0,0,0,0,1,0,Hispanic,1,0,0,0,9,4,40th - 60th Income Percentile,2,0,1,2,0.294116046
ID_1528,7,1,0,1,0,1,0,Hispanic,0,0,0,0,24,4,Above 80th Income Percentile,1,1,1,0,0.237127128
ID_1529,7,1,0,1,0,0,1,White,1,0,1,0,16,2,60th - 80th Income Percentile,1,1,0,3,1.205654208
ID_1530,6,1,0,1,0,1,0,Hispanic,0,0,0,1,21,3,Above 80th Income Percentile,1,1,1,3,0.374089298
ID_1531,3,0,1,1,0,1,0,Hispanic,1,0,0,1,14,3,40th - 60th Income Percentile,3,0,1,3,0.281233201
ID_1532,6,1,0,0,0,0,1,White,1,0,1,0,3,2,Below 20th Income Percentile,1,1,0,2,2.158062714
ID_1533,4,0,0,1,0,1,0,Hispanic,1,0,0,0,16,4,60th - 80th Income Percentile,3,0,1,2,0.380446343
ID_1534,6,1,0,1,0,1,0,Hispanic,1,0,1,0,1,2,Below 20th Income Percentile,1,1,1,2,0.639983441
ID_1535,4,0,0,0,0,0,1,White,0,0,1,0,24,2,Above 80th Income Percentile,4,0,0,2,4.035337645
ID_1536,1,0,1,1,0,0,1,White,0,0,1,0,9,2,40th - 60th Income Percentile,2,0,0,2,1.920960591
ID_1537,6,1,0,1,0,1,0,Hispanic,1,0,0,1,20,3,Above 80th Income Percentile,3,0,1,1,0.47072744
ID_1538,2,0,1,1,0,1,0,Hispanic,1,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,1,0.379204196
ID_1539,7,1,0,1,0,0,1,White,1,0,1,0,11,2,40th - 60th Income Percentile,1,1,0,1,3.777050216
ID_1540,6,1,0,0,0,0,0,Other Race,1,0,0,1,11,3,40th - 60th Income Percentile,4,0,1,2,0.132937603
ID_1541,1,0,1,1,0,1,0,Hispanic,1,0,1,0,20,2,Above 80th Income Percentile,2,0,1,2,0.862824778
ID_1542,1,0,1,1,0,1,0,Hispanic,1,0,0,0,13,4,40th - 60th Income Percentile,2,0,1,2,0.379019602
ID_1543,7,1,0,1,0,0,1,White,1,0,0,1,18,3,60th - 80th Income Percentile,1,1,1,2,0.211423446
ID_1544,2,0,1,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,2,0,0,2,1.500009869
ID_1545,4,0,0,1,0,0,0,Other Race,0,0,0,0,18,4,60th - 80th Income Percentile,3,0,1,3,0.620156882
ID_1546,4,0,0,0,0,1,0,Hispanic,1,0,1,0,11,2,40th - 60th Income Percentile,3,0,0,3,1.585788405
ID_1547,3,0,1,1,0,1,0,Hispanic,1,1,0,0,1,1,Below 20th Income Percentile,1,1,0,1,2.433325708
ID_1548,5,1,0,0,0,1,0,Hispanic,1,0,1,0,4,2,Below 20th Income Percentile,1,1,1,2,0.559204822
ID_1549,2,0,1,1,0,0,1,White,1,0,1,0,13,2,40th - 60th Income Percentile,2,0,0,1,2.333507657
ID_1550,3,0,1,1,0,1,0,Hispanic,1,0,1,0,24,2,Above 80th Income Percentile,2,0,0,2,0.564556549
ID_1551,4,0,0,0,0,0,0,Other Race,1,0,1,0,24,2,Above 80th Income Percentile,4,0,1,4,1.741179708
ID_1552,6,1,0,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,1,1,0,1,0.424418208
ID_1553,2,0,1,1,0,0,1,White,0,0,0,1,16,3,60th - 80th Income Percentile,2,0,0,2,0.561790661
ID_1554,5,1,0,0,0,1,0,Hispanic,1,0,1,0,6,2,20th - 40th Income Percentile,2,0,1,2,0.339420348
ID_1555,4,0,0,0,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,4,0,1,3,0.747082017
ID_1556,5,1,0,1,0,0,1,White,0,0,0,0,10,4,40th - 60th Income Percentile,1,1,0,1,0.463799556
ID_1557,1,0,1,0,1,0,0,Black,1,0,1,0,15,2,60th - 80th Income Percentile,2,0,0,1,0.832236261
ID_1558,2,0,1,0,0,1,0,Hispanic,1,0,0,1,4,3,Below 20th Income Percentile,2,0,1,1,0.443454605
ID_1559,2,0,1,1,0,1,0,Hispanic,1,0,0,1,19,3,Above 80th Income Percentile,3,0,1,2,0.36167112
ID_1560,4,0,0,1,0,0,1,White,0,0,0,1,18,3,60th - 80th Income Percentile,5,0,0,2,0.875670777
ID_1561,6,1,0,0,0,1,0,Hispanic,1,0,1,0,4,2,Below 20th Income Percentile,4,0,0,3,0.834479908
ID_1562,6,1,0,0,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,1,1,1,2,2.469800594
ID_1563,2,0,1,1,0,0,1,White,1,0,0,1,14,3,40th - 60th Income Percentile,2,0,1,2,1.178245624
ID_1564,5,1,0,1,0,0,1,White,0,0,1,0,3,2,Below 20th Income Percentile,1,1,1,2,1.351252084
ID_1565,2,0,1,1,0,1,0,Hispanic,1,0,1,0,9,2,40th - 60th Income Percentile,3,0,0,2,1.789323746
ID_1566,5,1,0,1,0,1,0,Hispanic,0,0,1,0,17,2,60th - 80th Income Percentile,1,1,1,2,0.759751056
ID_1567,1,0,1,1,0,0,1,White,1,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,2,0.53041242
ID_1568,6,1,0,1,0,1,0,Hispanic,1,0,0,1,17,3,60th - 80th Income Percentile,1,1,1,3,0.177312366
ID_1569,7,1,0,1,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,1,1,1,1,2.140298263
ID_1570,1,0,1,1,0,1,0,Hispanic,1,0,1,0,9,2,40th - 60th Income Percentile,2,0,0,2,0.276690382
ID_1571,2,0,1,1,0,1,0,Hispanic,1,0,1,0,7,2,20th - 40th Income Percentile,5,0,1,4,0.726030209
ID_1572,4,0,0,0,0,1,0,Hispanic,1,0,1,0,6,2,20th - 40th Income Percentile,3,0,1,1,0.590417986
ID_1573,3,0,1,0,0,0,0,Other Race,1,0,0,0,3,4,Below 20th Income Percentile,2,0,1,2,0.33247423
ID_1574,3,0,1,1,0,0,1,White,1,0,1,0,10,2,40th - 60th Income Percentile,2,0,0,3,0.972342909
ID_1575,2,0,1,1,0,0,1,White,1,0,0,1,16,3,60th - 80th Income Percentile,2,0,0,2,1.165187495
ID_1576,2,0,1,0,0,0,1,White,1,0,1,0,9,2,40th - 60th Income Percentile,3,0,1,2,5.369512247
ID_1577,4,0,0,0,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,3,0,0,1,1.314650795
ID_1578,6,1,0,1,0,0,1,White,0,0,1,0,24,2,Above 80th Income Percentile,1,1,1,4,4.477230662
ID_1579,4,0,0,0,0,0,0,Other Race,1,0,1,0,1,2,Below 20th Income Percentile,4,0,0,0,0.326971007
ID_1580,6,1,0,1,0,0,1,White,0,0,0,1,8,3,20th - 40th Income Percentile,1,1,1,4,0.39989411
ID_1581,2,0,1,0,0,1,0,Hispanic,1,1,0,0,1,1,Below 20th Income Percentile,2,0,0,3,1.929224576
ID_1582,6,1,0,0,0,0,1,White,1,1,0,0,6,1,20th - 40th Income Percentile,4,0,0,1,0.645953427
ID_1583,4,0,0,1,0,0,1,White,1,0,1,0,21,2,Above 80th Income Percentile,3,0,1,2,0.804357472
ID_1584,2,0,1,0,0,0,1,White,0,0,0,1,13,3,40th - 60th Income Percentile,3,0,0,1,0.356280404
ID_1585,3,0,1,1,0,0,0,Other Race,1,0,1,0,8,2,20th - 40th Income Percentile,3,0,1,2,0.899387409
ID_1586,3,0,1,1,0,0,1,White,1,0,0,1,3,3,Below 20th Income Percentile,2,0,0,3,0.355600811
ID_1587,4,0,0,1,0,0,1,White,1,0,0,0,19,4,Above 80th Income Percentile,4,0,1,2,0.436928455
ID_1588,5,1,0,1,0,0,1,White,1,0,0,1,7,3,20th - 40th Income Percentile,1,1,0,1,0.262314728
ID_1589,6,1,0,1,0,0,1,White,1,0,0,0,18,4,60th - 80th Income Percentile,1,1,1,2,0.394423919
ID_1590,2,0,1,1,0,0,1,White,1,0,1,0,15,2,60th - 80th Income Percentile,2,0,1,2,0.678078424
ID_1591,1,0,1,1,0,0,1,White,1,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,2,0.474164753
ID_1592,2,0,1,1,0,1,0,Hispanic,1,0,1,0,8,2,20th - 40th Income Percentile,2,0,0,1,0.375462771
ID_1593,7,1,0,1,0,0,1,White,1,0,1,0,16,2,60th - 80th Income Percentile,1,1,1,3,0.333949622
ID_1594,7,1,0,1,0,0,1,White,0,0,0,0,18,4,60th - 80th Income Percentile,1,1,1,1,0.395177707
ID_1595,5,1,0,1,0,0,1,White,0,0,1,0,16,2,60th - 80th Income Percentile,1,1,0,1,0.34131262
ID_1596,6,1,0,1,0,0,1,White,1,0,0,1,17,3,60th - 80th Income Percentile,1,1,1,3,0.251182064
ID_1597,1,0,1,1,0,0,1,White,1,0,0,0,6,4,20th - 40th Income Percentile,2,0,0,2,1.149200773
ID_1598,6,1,0,1,0,0,1,White,1,0,0,1,10,3,40th - 60th Income Percentile,1,1,0,1,0.191165641
ID_1599,4,0,0,1,0,0,1,White,1,0,1,0,8,2,20th - 40th Income Percentile,1,1,0,1,1.229953709
ID_1600,1,0,1,1,0,0,1,White,0,0,1,0,2,2,Below 20th Income Percentile,2,0,1,4,2.008214377
ID_1601,6,1,0,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,1,1,0,1,0.333602961
ID_1602,5,1,0,1,0,0,1,White,1,0,0,0,13,4,40th - 60th Income Percentile,1,1,1,2,0.212305432
ID_1603,1,0,1,1,0,0,1,White,0,0,0,0,15,4,60th - 80th Income Percentile,2,0,1,1,0.38113264
ID_1604,2,0,1,1,0,0,1,White,1,0,1,0,1,2,Below 20th Income Percentile,3,0,0,1,0.409333901
ID_1605,2,0,1,1,0,0,1,White,1,0,0,0,19,4,Above 80th Income Percentile,2,0,1,1,0.357084256
ID_1606,2,0,1,1,0,1,0,Hispanic,1,0,0,1,19,3,Above 80th Income Percentile,2,0,0,3,0.448424352
ID_1607,4,0,0,0,0,0,1,White,1,0,1,0,11,2,40th - 60th Income Percentile,5,0,1,1,2.665877748
ID_1608,6,1,0,0,0,0,0,Other Race,0,0,0,0,9,4,40th - 60th Income Percentile,4,0,0,2,0.227041498
ID_1609,7,1,0,1,0,0,1,White,0,0,0,0,21,4,Above 80th Income Percentile,1,1,1,2,0.297745588
ID_1610,6,1,0,1,0,0,1,White,0,0,0,1,20,3,Above 80th Income Percentile,1,1,0,1,0.594892698
ID_1611,1,0,1,1,0,1,0,Hispanic,1,0,0,1,9,3,40th - 60th Income Percentile,3,0,0,3,0.443454605
ID_1612,2,0,1,1,0,0,1,White,1,0,1,0,18,2,60th - 80th Income Percentile,2,0,1,1,1.005192269
ID_1613,6,1,0,1,0,0,0,Other Race,1,0,1,0,15,2,60th - 80th Income Percentile,1,1,1,2,0.358337476
ID_1614,1,0,1,1,0,0,1,White,1,0,0,1,15,3,60th - 80th Income Percentile,2,0,1,2,0.315193488
ID_1615,6,1,0,1,0,0,1,White,1,0,0,1,13,3,40th - 60th Income Percentile,1,1,0,1,0.223664642
ID_1616,1,0,1,0,1,0,0,Black,1,0,1,0,4,2,Below 20th Income Percentile,2,0,1,2,2.94733696
ID_1617,5,1,0,0,0,0,1,White,1,0,0,1,24,3,Above 80th Income Percentile,1,1,0,1,0.390242609
ID_1618,2,0,1,1,0,0,1,White,1,0,1,0,11,2,40th - 60th Income Percentile,3,0,0,2,1.267846274
ID_1619,1,0,1,1,0,0,0,Other Race,1,0,0,1,10,3,40th - 60th Income Percentile,2,0,1,2,0.223592608
ID_1620,2,0,1,1,0,0,1,White,0,0,0,0,19,4,Above 80th Income Percentile,2,0,1,1,0.561790661
ID_1621,2,0,1,1,0,0,0,Other Race,0,0,0,0,12,4,40th - 60th Income Percentile,2,0,1,2,0.713686493
ID_1622,1,0,1,1,0,0,0,Other Race,0,0,0,1,13,3,40th - 60th Income Percentile,2,0,0,2,1.06500698
ID_1623,5,1,0,1,0,0,0,Other Race,0,0,0,0,18,4,60th - 80th Income Percentile,1,1,1,2,0.49789256
ID_1624,2,0,1,1,1,0,0,Black,0,0,0,1,7,3,20th - 40th Income Percentile,2,0,0,2,1.222472522
ID_1625,5,1,0,1,0,0,0,Other Race,0,0,0,1,23,3,Above 80th Income Percentile,2,0,0,2,0.49789256
ID_1626,2,0,1,0,1,0,0,Black,0,0,1,0,1,2,Below 20th Income Percentile,5,0,1,3,1.722361225
ID_1627,6,1,0,1,0,0,0,Other Race,0,0,0,0,20,4,Above 80th Income Percentile,2,0,1,1,0.749152746
ID_1628,4,0,0,1,0,0,0,Other Race,0,0,1,0,2,2,Below 20th Income Percentile,2,0,0,0,0.860023917
ID_1629,2,0,1,1,1,0,0,Black,0,0,1,0,1,2,Below 20th Income Percentile,3,0,0,1,2.570213594
ID_1630,6,1,0,1,0,0,0,Other Race,0,0,0,1,19,3,Above 80th Income Percentile,1,1,1,2,0.49789256
ID_1631,2,0,1,1,1,0,0,Black,0,0,1,0,1,2,Below 20th Income Percentile,2,0,1,2,2.48228948
ID_1632,4,0,0,0,0,0,0,Other Race,0,0,0,1,1,3,Below 20th Income Percentile,4,0,0,1,0.412361671
ID_1633,5,1,0,1,1,0,0,Black,0,0,0,1,5,3,20th - 40th Income Percentile,1,1,1,2,0.571229761
ID_1634,5,1,0,1,0,0,0,Other Race,0,0,1,0,14,2,40th - 60th Income Percentile,1,1,1,4,1.364972955
ID_1635,2,0,1,1,0,0,0,Other Race,0,0,0,0,20,4,Above 80th Income Percentile,1,1,1,2,0.816780399
ID_1636,4,0,0,0,0,0,0,Other Race,0,0,1,0,1,2,Below 20th Income Percentile,4,0,0,2,1.385295528
ID_1637,1,0,1,1,1,0,0,Black,0,0,1,0,11,2,40th - 60th Income Percentile,2,0,0,2,1.033834892
ID_1638,1,0,1,0,0,0,0,Other Race,0,0,0,1,9,3,40th - 60th Income Percentile,2,0,0,2,0.561177508
ID_1639,2,0,1,1,0,0,0,Other Race,0,0,1,0,6,2,20th - 40th Income Percentile,2,0,0,2,0.428830319
ID_1640,6,1,0,1,0,0,0,Other Race,1,0,0,0,13,4,40th - 60th Income Percentile,2,0,1,1,0.381117856
ID_1641,7,1,0,1,0,0,1,White,0,0,1,0,4,2,Below 20th Income Percentile,1,1,1,2,1.065935664
ID_1642,2,0,1,1,1,0,0,Black,0,0,0,1,16,3,60th - 80th Income Percentile,1,1,0,1,0.950124248
ID_1643,4,0,0,0,0,0,0,Other Race,0,0,1,0,10,2,40th - 60th Income Percentile,4,0,0,3,0.524716969
ID_1644,6,1,0,1,0,0,0,Other Race,0,0,0,1,11,3,40th - 60th Income Percentile,5,0,0,3,0.574543914
ID_1645,6,1,0,1,0,0,0,Other Race,0,0,0,0,17,4,60th - 80th Income Percentile,1,1,1,2,0.356516687
ID_1646,2,0,1,1,0,0,1,White,0,0,0,1,16,3,60th - 80th Income Percentile,2,0,1,0,0.66466381
ID_1647,6,1,0,1,0,0,0,Other Race,0,0,0,1,23,3,Above 80th Income Percentile,3,0,0,1,0.451768564
ID_1648,4,0,0,1,0,0,0,Other Race,0,0,0,0,17,4,60th - 80th Income Percentile,2,0,1,2,0.412361671
ID_1649,2,0,1,1,0,0,1,White,0,0,0,1,10,3,40th - 60th Income Percentile,2,0,1,1,0.664987521
ID_1650,2,0,1,1,0,0,1,White,0,0,0,1,18,3,60th - 80th Income Percentile,2,0,1,3,0.356280404
ID_1651,1,0,1,0,1,0,0,Black,0,0,0,1,10,3,40th - 60th Income Percentile,1,1,1,2,1.531171256
ID_1652,5,1,0,1,1,0,0,Black,0,0,1,0,4,2,Below 20th Income Percentile,1,1,0,3,1.745254979
ID_1653,6,1,0,1,1,0,0,Black,1,0,1,0,4,2,Below 20th Income Percentile,2,0,0,0,0.718143702
ID_1654,4,0,0,1,0,0,0,Other Race,0,0,1,0,6,2,20th - 40th Income Percentile,2,0,1,1,1.259258492
ID_1655,6,1,0,1,0,0,1,White,1,0,1,0,18,2,60th - 80th Income Percentile,1,1,0,1,1.02913444
ID_1656,1,0,1,1,1,0,0,Black,1,0,1,0,2,2,Below 20th Income Percentile,2,0,0,1,4.434702893
ID_1657,2,0,1,1,0,0,0,Other Race,0,0,1,0,8,2,20th - 40th Income Percentile,2,0,1,2,0.429039172
ID_1658,4,0,0,0,0,0,0,Other Race,0,0,1,0,3,2,Below 20th Income Percentile,4,0,0,2,1.028724408
ID_1659,4,0,0,1,1,0,0,Black,0,0,0,1,14,3,40th - 60th Income Percentile,5,0,1,3,1.601311774
ID_1660,3,0,1,1,1,0,0,Black,0,0,1,0,5,2,20th - 40th Income Percentile,2,0,1,3,1.556314583
ID_1661,4,0,0,0,0,0,0,Other Race,0,0,1,0,17,2,60th - 80th Income Percentile,2,0,0,2,0.613921166
ID_1662,7,1,0,1,0,0,1,White,0,0,0,1,11,3,40th - 60th Income Percentile,1,1,1,0,0.830391605
ID_1663,3,0,1,1,0,0,1,White,1,0,0,0,13,4,40th - 60th Income Percentile,2,0,1,2,0.473933933
ID_1664,2,0,1,1,0,0,1,White,1,0,0,1,4,3,Below 20th Income Percentile,2,0,1,2,0.474164753
ID_1665,7,1,0,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,1,1,0,1,0.333602961
ID_1666,6,1,0,0,0,0,1,White,0,0,0,1,16,3,60th - 80th Income Percentile,4,0,1,2,0.958231717
ID_1667,2,0,1,1,0,0,0,Other Race,1,0,0,1,17,3,60th - 80th Income Percentile,2,0,0,2,0.597119157
ID_1668,6,1,0,1,0,0,1,White,0,0,0,1,13,3,40th - 60th Income Percentile,1,1,0,2,0.467768979
ID_1669,1,0,1,1,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,1,1,0,0,0.922128074
ID_1670,7,1,0,1,0,0,1,White,1,0,0,1,24,3,Above 80th Income Percentile,1,1,1,3,0.469441265
ID_1671,4,0,0,0,0,0,0,Other Race,0,0,0,1,24,3,Above 80th Income Percentile,4,0,0,0,0.723185005
ID_1672,2,0,1,1,0,0,1,White,0,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,0,0.562064269
ID_1673,1,0,1,1,0,0,1,White,1,0,0,0,14,4,40th - 60th Income Percentile,2,0,0,1,0.763767494
ID_1674,3,0,1,1,0,0,1,White,1,0,1,0,1,2,Below 20th Income Percentile,3,0,0,2,0.849613926
ID_1675,6,1,0,1,0,0,1,White,1,0,0,1,21,3,Above 80th Income Percentile,2,0,0,2,0.226171227
ID_1676,5,1,0,0,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,4,0,1,1,0.69924125
ID_1677,2,0,1,1,0,0,1,White,1,0,0,1,14,3,40th - 60th Income Percentile,2,0,1,1,0.903625938
ID_1678,6,1,0,1,0,0,0,Other Race,0,0,0,1,19,3,Above 80th Income Percentile,1,1,0,1,0.3947464
ID_1679,6,1,0,1,0,0,1,White,1,0,0,1,11,3,40th - 60th Income Percentile,1,1,1,3,0.333377071
ID_1680,4,0,0,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,3,0,1,2,1.1056771
ID_1681,3,0,1,1,0,0,1,White,1,0,0,1,6,3,20th - 40th Income Percentile,2,0,1,2,0.271763993
ID_1682,4,0,0,1,0,0,1,White,0,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,2,0.687407303
ID_1683,3,0,1,1,0,0,1,White,1,0,1,0,16,2,60th - 80th Income Percentile,3,0,1,1,0.449561346
ID_1684,1,0,1,1,1,0,0,Black,1,0,1,0,1,2,Below 20th Income Percentile,2,0,1,1,1.644467664
ID_1685,6,1,0,1,0,0,1,White,1,0,0,1,16,3,60th - 80th Income Percentile,1,1,0,2,0.333539435
ID_1686,4,0,0,0,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,5,0,1,4,1.210043913
ID_1687,1,0,1,1,0,0,1,White,0,0,0,0,21,4,Above 80th Income Percentile,2,0,1,2,0.664987521
ID_1688,7,1,0,1,0,0,1,White,0,0,1,0,1,2,Below 20th Income Percentile,1,1,0,0,1.413316587
ID_1689,4,0,0,1,0,0,1,White,1,0,1,0,13,2,40th - 60th Income Percentile,5,0,0,2,0.550083463
ID_1690,6,1,0,1,0,0,1,White,1,0,0,1,20,3,Above 80th Income Percentile,1,1,0,1,0.501614942
ID_1691,4,0,0,0,0,0,0,Other Race,1,0,0,0,24,4,Above 80th Income Percentile,5,0,1,0,0.63069936
ID_1692,2,0,1,1,0,0,1,White,0,0,0,1,15,3,60th - 80th Income Percentile,2,0,1,2,1.071137931
ID_1693,1,0,1,1,0,0,1,White,1,0,0,1,5,3,20th - 40th Income Percentile,2,0,1,2,1.498452763
ID_1694,1,0,1,1,0,0,1,White,0,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,1,0.905352867
ID_1695,6,1,0,1,0,0,1,White,0,0,0,0,21,4,Above 80th Income Percentile,3,0,1,2,0.753465411
ID_1696,2,0,1,0,0,0,0,Other Race,1,0,1,0,11,2,40th - 60th Income Percentile,2,0,0,2,0.682118197
ID_1697,1,0,1,0,0,0,1,White,1,0,1,0,2,2,Below 20th Income Percentile,2,0,0,2,1.137645488
ID_1698,6,1,0,1,0,0,1,White,1,0,0,1,7,3,20th - 40th Income Percentile,4,0,0,1,0.700529195
ID_1699,4,0,0,1,0,0,1,White,1,0,0,0,24,4,Above 80th Income Percentile,5,0,1,0,0.686096097
ID_1700,6,1,0,1,0,0,0,Other Race,1,0,1,0,20,2,Above 80th Income Percentile,3,0,0,1,0.804585027
ID_1701,4,0,0,1,0,0,1,White,1,0,0,1,18,3,60th - 80th Income Percentile,2,0,0,2,0.362051841
ID_1702,4,0,0,0,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,4,0,1,1,0.803812822
ID_1703,6,1,0,1,0,0,1,White,1,0,0,0,18,4,60th - 80th Income Percentile,5,0,1,2,0.394423919
ID_1704,4,0,0,1,0,0,0,Other Race,1,0,0,1,15,3,60th - 80th Income Percentile,2,0,1,1,0.864426653
ID_1705,5,1,0,1,0,0,1,White,1,0,1,0,8,2,20th - 40th Income Percentile,3,0,0,3,0.638910769
ID_1706,6,1,0,1,0,0,1,White,0,0,1,0,5,2,20th - 40th Income Percentile,3,0,1,1,0.588624337
ID_1707,4,0,0,0,0,0,1,White,1,0,1,0,8,2,20th - 40th Income Percentile,4,0,0,1,1.929055437
ID_1708,4,0,0,1,0,0,1,White,1,0,1,0,11,2,40th - 60th Income Percentile,5,0,1,1,1.790168112
ID_1709,5,1,0,0,0,0,1,White,1,0,0,1,4,3,Below 20th Income Percentile,5,0,0,3,0.394616015
ID_1710,4,0,0,0,0,0,1,White,1,0,1,0,4,2,Below 20th Income Percentile,5,0,0,3,0.704478708
ID_1711,1,0,1,1,1,0,0,Black,0,0,0,1,19,3,Above 80th Income Percentile,2,0,1,2,0.609309351
ID_1712,2,0,1,1,0,0,1,White,0,0,1,0,15,2,60th - 80th Income Percentile,2,0,1,2,0.71555704
ID_1713,3,0,1,1,1,0,0,Black,1,0,0,0,24,4,Above 80th Income Percentile,3,0,0,1,0.810519955
ID_1714,5,1,0,0,0,0,1,White,1,0,1,0,13,2,40th - 60th Income Percentile,4,0,0,1,0.638910769
ID_1715,7,1,0,1,0,0,1,White,0,0,1,0,4,2,Below 20th Income Percentile,1,1,0,1,0.756981832
ID_1716,6,1,0,1,0,0,1,White,0,0,1,0,9,2,40th - 60th Income Percentile,1,1,1,4,0.595510877
ID_1717,6,1,0,1,0,0,1,White,0,0,1,0,13,2,40th - 60th Income Percentile,1,1,0,1,0.757350505
ID_1718,7,1,0,0,0,0,1,White,0,0,1,0,10,2,40th - 60th Income Percentile,1,1,1,3,2.011469958
ID_1719,6,1,0,1,0,0,1,White,0,0,0,0,20,4,Above 80th Income Percentile,2,0,0,3,0.395177707
ID_1720,2,0,1,1,0,0,0,Other Race,0,0,0,0,21,4,Above 80th Income Percentile,2,0,1,0,0.837423672
ID_1721,2,0,1,1,0,0,1,White,0,0,0,0,16,4,60th - 80th Income Percentile,2,0,0,2,0.561790661
ID_1722,6,1,0,0,0,0,1,White,0,0,1,0,8,2,20th - 40th Income Percentile,1,1,1,1,3.001639468
ID_1723,1,0,1,1,0,1,0,Hispanic,1,0,0,1,16,3,60th - 80th Income Percentile,2,0,1,0,0.668867557
ID_1724,1,0,1,1,1,0,0,Black,1,0,0,1,3,3,Below 20th Income Percentile,2,0,0,2,1.20955638
ID_1725,2,0,1,1,0,0,1,White,1,0,1,0,12,2,40th - 60th Income Percentile,1,1,0,2,1.69943186
ID_1726,3,0,1,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,1,1,0,3,1.448972139
ID_1727,2,0,1,1,0,1,0,Hispanic,1,0,0,0,13,4,40th - 60th Income Percentile,2,0,1,1,0.570290859
ID_1728,6,1,0,1,0,0,1,White,1,0,1,0,18,2,60th - 80th Income Percentile,1,1,0,1,1.341897238
ID_1729,6,1,0,1,0,0,1,White,1,0,1,0,4,2,Below 20th Income Percentile,1,1,0,2,0.748983873
ID_1730,2,0,1,1,0,0,1,White,1,0,0,1,12,3,40th - 60th Income Percentile,2,0,0,2,0.452241033
ID_1731,1,0,1,1,0,1,0,Hispanic,1,0,1,0,7,2,20th - 40th Income Percentile,2,0,0,2,3.293301994
ID_1732,4,0,0,0,0,0,0,Other Race,1,0,0,0,19,4,Above 80th Income Percentile,4,0,1,0,0.941168464
ID_1733,4,0,0,1,0,0,1,White,1,0,0,1,11,3,40th - 60th Income Percentile,3,0,1,1,1.017513113
ID_1734,1,0,1,1,0,1,0,Hispanic,1,0,0,0,18,4,60th - 80th Income Percentile,2,0,1,2,0.448424352
ID_1735,4,0,0,1,0,0,1,White,0,0,0,1,15,3,60th - 80th Income Percentile,2,0,1,1,0.687407303
ID_1736,6,1,0,1,0,0,1,White,1,0,1,0,4,2,Below 20th Income Percentile,1,1,0,1,0.406681228
ID_1737,2,0,1,1,0,0,1,White,1,0,0,1,24,3,Above 80th Income Percentile,2,0,1,2,0.556231649
ID_1738,2,0,1,1,0,0,1,White,0,0,1,0,5,2,20th - 40th Income Percentile,5,0,1,3,0.83940333
ID_1739,4,0,0,1,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,3,0,0,1,1.110837292
ID_1740,5,1,0,1,0,0,1,White,0,0,0,0,21,4,Above 80th Income Percentile,2,0,0,1,0.467541272
ID_1741,4,0,0,0,0,0,0,Other Race,1,0,0,1,24,3,Above 80th Income Percentile,5,0,1,1,0.569895906
ID_1742,2,0,1,1,1,0,0,Black,1,0,1,0,6,2,20th - 40th Income Percentile,2,0,1,2,1.31228817
ID_1743,4,0,0,1,0,1,0,Hispanic,1,0,1,0,5,2,20th - 40th Income Percentile,4,0,1,2,0.690791645
ID_1744,4,0,0,1,0,0,1,White,0,0,1,0,11,2,40th - 60th Income Percentile,1,1,0,1,1.545120466
ID_1745,4,0,0,1,0,0,1,White,1,0,0,1,15,3,60th - 80th Income Percentile,5,0,0,1,0.95047971
ID_1746,4,0,0,1,0,0,0,Other Race,1,0,0,1,16,3,60th - 80th Income Percentile,2,0,1,3,0.662950346
ID_1747,7,1,0,1,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,1,1,0,1,0.748983873
ID_1748,1,0,1,0,0,0,1,White,1,0,1,0,4,2,Below 20th Income Percentile,1,1,0,2,1.713142077
ID_1749,1,0,1,1,0,0,1,White,0,0,1,0,5,2,20th - 40th Income Percentile,2,0,0,2,2.76608767
ID_1750,2,0,1,0,1,0,0,Black,1,0,1,0,5,2,20th - 40th Income Percentile,4,0,1,1,3.448397229
